Feature ID	RPKM1	RPKM2	COG Category
FSCN2	0.014992592	0.030080365	TA
C17orf70	4.986771019	4.81970944	OK
NPLOC4	55.65308165	74.90113527	EP
TSPAN10	0.137288384	0.13772417	OK
PDE6G	0.102119633	0.064027365	TD
C17orf90	4.612616167	3.528548103	GER
CCDC137	12.74895706	10.91977153	QK
ARL16	11.61961939	11.03786158	NUO
HGS	28.8412885	20.68583279	KAD
MRPL12	55.03888529	44.20442994	ER
SLC25A10	17.87323818	12.58572843	KE
GCGR	0.057302259	0.051097022	MU
FAM195B	12.23839455	16.29486003	D
DYSFIP1	0.081718073	0.049186479	MR
P4HB	618.285273	575.5361058	UR
ARHGDIA	79.30752067	77.13111508	MP
THOC4	91.68362543	73.01129769	PE
ANAPC11	26.27095234	28.31258977	CHR
NPB	1.735495851	1.358832954	OTN
PCYT2	28.95678037	32.90446902	N
SIRT7	8.65289117	6.939745254	OZ
MAFG	9.382569261	10.36730027	IR
LOC92659	0	0	PE
PYCR1	52.31656054	44.58194693	OU
MYADML2	0.010651344	0.010685154	EG
NOTUM	0.100133206	0.088633281	DZ
ASPSCR1	8.445897601	7.171947334	P
STRA13	41.35803164	31.40410706	CHR
LRRC45	6.180074684	3.311542635	NU
RAC3	9.387371336	6.587074942	GT
DCXR	32.32345067	37.56175814	EQ
RFNG	6.600710285	4.736925221	A
GPS1	38.43940554	33.16926397	EJ
DUS1L	28.07868058	26.36163951	Y
FASN	117.9190903	81.24384544	GEPR
CCDC57	1.20258901	0.729963238	OTK
SLC16A3	40.35417549	18.96385827	OJ
CSNK1D	40.44719819	43.2240878	YU
CD7	29.30285257	24.84200891	YU
SECTM1	1.665222385	1.435144495	LKJ
TEX19	0.708237369	0.304493777	GO
UTS2R	2.321519654	1.690683625	C
C17orf101	4.713577394	3.367161263	H
HEXDC	5.013024972	4.067956469	DO
LOC100505970	0	0	LD
C17orf62	13.01449748	11.64171571	TD
NARF	24.56936992	28.34980578	S
LOC100506001	0	0	EH
FOXK2	14.57484848	14.91985817	ER
ARL2BPP9	0	0	KLB
WDR45L	26.23319452	32.65125366	DK
RAB40B	0.423159317	0.90858435	JD
MIR4525	0	0	KB
FN3KRP	16.43403254	21.80941774	UD
FN3K	4.611043485	3.91263053	UR
TBCD	9.266501269	7.622946138	QK
ZNF750	0	0	FGR
LOC100506043	0	0	YU
B3GNTL1	3.64468514	3.504699646	C
METRNL	0.79350517	1.189122185	TDBLU
LOC100505909	0	0	EM
FLJ43681	0	0	D
LOC100506943	0	0	I
DDX11L10	0	0	J
WASH4P	0	0	V
IL9RP3	0	0	KE
POLR3K	27.11550451	23.33834764	CO
SNRNP25	25.78041162	25.02992432	FE
RHBDF1	5.093357479	3.353809891	TD
MPG	10.93688604	9.822644789	EP
NPRL3	10.87848265	11.44332461	JO
HBZ	0	0	DK
HBZP1	0	0	QC
HBM	0	0	FGR
HBA2	0	0	TZDR
HBA1	0	0	HI
HBQ1	0.559937742	0.421286337	KB
LUC7L	11.03892631	6.707300133	EJ
LOC100129478	0	0	HC
ITFG3	18.96409062	17.93262051	CI
RGS11	0.021984088	0.005513468	PH
ARHGDIG	0	0	FJ
PDIA2	0.015131574	0	YU
AXIN1	3.357402655	3.300054379	HC
MRPL28	29.87429239	26.30341894	M
TMEM8A	14.96232434	16.17434224	UT
LOC100134368	0	0	MNO
RPL23AP5	0	0	DR
NME4	50.96335039	43.6449816	MR
DECR2	15.10435975	11.90833764	PH
RAB11FIP3	3.848866119	4.40004461	HE
NCRNA00235	0	0	UD
SOLH	5.023577191	4.081323449	CP
LOC100507047	0	0	OZ
MIR3176	0	0	GR
C16orf11	0	0.011817771	FP
NHLRC4	0.025554889	0.038454009	BQ
PIGQ	4.442230241	3.438637643	GR
RAB40C	2.457660595	2.715581098	FJ
WFIKKN1	0.603321009	0.564887018	KH
C16orf13	13.97575559	11.71202287	P
LOC100287175	0	0	KD
LOC100130285	0	0	TDBLU
FAM195A	8.868332633	6.794724728	QC
LOC100507146	0	0	QR
WDR90	2.606524841	1.111171179	LKJ
LOC100507167	0	0	I
RHOT2	23.31021655	12.81052529	TDK
RHBDL1	0.653346214	0.394932617	DKT
STUB1	15.39800079	16.80430577	ER
JMJD8	18.57102034	15.58271177	UW
WDR24	2.875768718	3.174628497	CR
FBXL16	0.007371464	0.007394863	P
GS52	0	0	EH
METRN	1.985090638	2.495237895	HC
FAM173A	7.701195005	6.779020434	TQ
CCDC78	0.389081506	0.081315946	EQ
HAGHL	0.975527628	0.416641978	GO
NARFL	5.066192555	5.614285263	MNO
MSLN	0.011909301	0	GE
MSLNL	0	0	CO
MIR662	0	0	GEPR
RPUSD1	7.223606581	8.364828596	OJ
CHTF18	11.84144066	5.095857195	UW
GNG13	0.039812647	0.026626014	FJ
PRR25	0	0.021670801	GM
LMF1	4.068895249	3.654527718	GM
SOX8	0.008565791	0.00429649	GHR
LOC146336	0	0	GE
SSTR5	0.797541934	0.949484839	TDBLU
C1QTNF8	0.019169918	0.011538461	OU
CACNA1H	5.434603455	6.899851077	KLB
TPSG1	0.354530716	0.367511283	GC
TPSB2	0	0	NOU
TPSAB1	0	0	LD
TPSD1	0	0	OD
PRSS29P	0	0	TK
TPSP1	0	0	UW
LOC650474	0	0	Z
UBE2I	53.53924637	55.59668468	FE
RPS20P2	0	0	DKL
BAIAP3	0.064916226	0.078146743	P
C16orf42	10.86766208	13.27408531	UR
GNPTG	10.16364101	10.19590279	GEPR
UNKL	6.911565241	6.863973573	NO
C16orf91	4.365042206	3.326983859	PR
CCDC154	0.047680687	0.101643077	JA
CLCN7	10.18412209	10.26605835	GC
RPS3AP2	0	0	PH
PTX4	0	0	OU
TELO2	8.812950398	5.089633004	RTKL
IFT140	1.085733494	0.698766079	FGR
TMEM204	0	0	YU
LOC100507235	0	0	ER
CRAMP1L	3.398660297	2.982627155	T
HN1L	34.80388479	39.44938591	DKL
MAPK8IP3	6.66626804	3.100302027	TDK
MIR3177	0	0	OTK
NME3	19.175718	10.50325359	EH
MRPS34	52.33834813	47.03200021	LKJ
EME2	2.445420984	1.000898796	TG
SPSB3	5.04073487	3.317422013	G
NUBP2	11.31992805	10.18046228	N
IGFALS	0.017807111	0.041681815	M
HAGH	8.427224488	9.576831528	OU
FAHD1	4.940301919	3.102255116	KH
C16orf73	0.020793866	0.055626322	KLB
NCRNA00254	0	0	FR
HS3ST6	0	0	OK
SEPX1	30.96031766	33.49268202	NO
RPL3L	0	0.017135381	GT
NDUFB10	41.77985962	41.9124787	TG
RPS2	499.9538594	643.8607763	OZ
SNORA10	0	0	KG
SNORA64	0	0	UR
SNHG9	0	0	OTN
SNORA78	0	0	OU
RNF151	0	0	EQ
TBL3	12.08695986	8.736699375	HI
NOXO1	0.573343853	0.197444283	PH
GFER	7.917558205	7.877408005	HR
SYNGR3	0.331079717	0.204388087	TDBLU
ZNF598	8.683914032	6.781513374	GC
NPW	2.069317162	1.328051074	T
SLC9A3R2	6.91052359	9.179033745	HQ
NTHL1	6.878073107	5.009184227	KT
TSC2	7.384850062	6.489523626	S
PKD1	5.821758974	4.511521776	MR
MIR1225	0	0	A
MIR4516	0	0	UNTP
MIR3180-5	0	0	QC
RAB26	0.192983469	0.129064029	HE
LOC100507303	0	0	JA
SNORD60	0	0	JO
TRAF7	16.75852935	15.49350844	EJ
CASKIN1	0.100891328	0.023002632	T
MLST8	15.66136998	17.76810747	OTK
C16orf79	0.60796344	0.368477177	FR
PGP	10.26028776	9.290305376	BD
E4F1	5.242705067	4.195258116	O
DNASE1L2	0.610580678	0.296380067	GE
ECI1	19.75555795	20.64091176	Z
RNPS1	38.355825	37.73525991	TQ
MIR3677	0	0	HR
MIR940	0	0	KT
MIR4717	0	0	CR
ABCA3	0.110415022	0.187905768	KLB
RPS16P7	0	0	HQ
ABCA17P	0	0	C
CCNF	13.43930814	12.20160854	HI
C16orf59	5.783300458	4.916522946	G
NTN3	0.013150602	0.006596173	M
TBC1D24	1.896905085	1.505655679	LKJ
ATP6V0C	55.21506305	56.22038541	HJ
AMDHD2	4.87908081	3.614979998	LKJ
CEMP1	1.340069342	0.877146945	OD
MIR3178	0	0	CO
PDPK1	7.50018321	9.738100378	DO
LOC652276	0	0	BK
PDPK2	0	0	E
FLJ42627	0	0	FE
LOC100507321	0	0	GC
KCTD5	13.13807636	14.82858184	FJ
PRSS27	0.008931975	0	CR
LOC100128788	0	0	KH
SRRM2	65.6780882	44.69238388	FP
LOC100652876	0	0	U
TCEB2	35.58784106	35.89929004	G
PRSS33	0	0.038665876	MU
PRSS41	0	0	JA
PRSS21	0	0	LD
LOC100130566	0	0	GC
ZG16B	0.18925432	0.094927529	IM
PRSS30P	0	0	BD
PRSS22	0	0	BQ
FLYWCH2	4.869935642	5.00019434	NT
FLYWCH1	3.245915543	3.543760838	NT
LOC100507357	0	0	EJ
KREMEN2	0.165298077	0.089289185	FH
PAQR4	2.522453561	2.223885408	C
PKMYT1	8.05149047	6.339474366	GT
LOC283875	0	0	M
LOC100507378	0	0	B
CLDN9	0.076440281	0.025560974	LDA
CLDN6	80.33389999	65.85379033	LDA
TNFRSF12A	46.17897002	44.53746012	GEPR
HCFC1R1	17.90326938	20.61939834	CP
THOC6	17.54627443	14.30851998	KG
CCDC64B	0.007210684	0.028934288	EJ
LOC100128770	0	0	U
MMP25	0.036743242	0.05528981	OD
LOC100652888	0.009183226	0.036849505	EQ
LOC100507419	0	0	K
LOC100652892	0	0	KH
IL32	36.90982735	44.39505092	QC
ZSCAN10	0	0	MR
MGC3771	0	0	I
ZNF205	3.093481286	3.421261861	FJ
LOC100507458	0	0	GM
ZNF213	1.238647436	1.79135234	EH
CASP14L	0.018225468	0.100558261	I
TRNAP24P	0	0	K
TRNAP26P	0	0	N
TRNAK37P	0	0	V
OR1F1	0.027813734	0	ET
OR1F2P	0	0	JA
ZNF200	2.434644552	2.392236002	FE
MEFV	0.007108627	0.003565596	CE
FLJ39639	0	0	FR
ZNF263	7.037945405	5.804503489	Y
TIGD7	2.246222551	1.871428421	I
ZNF75A	8.988510948	7.832861894	GO
LOC646140	0	0	OD
OR2C1	0	0.025289573	CI
MTND1P8	0	0	KT
MTRNR2L4	1.389658647	0.266043845	BQ
ZNF434	3.62377944	4.150280472	KNU
ZNF174	2.687498053	3.151202496	Z
ZNF597	1.81921115	2.105752792	HJ
NAT15	14.65810723	18.95193619	LDA
C16orf90	0.04333589	0	EJ
RPL18P12	0	0	UT
CLUAP1	2.35155704	2.63300227	KT
NLRC3	0.095868753	0.024554825	EH
SLX4	1.923060552	1.832167685	GOU
DNASE1	1.736643576	0.9767914	GM
TRAP1	47.43961207	36.48714863	OK
LOC100131668	0	0	OTN
CREBBP	7.321341494	7.87772811	CE
ADCY9	7.354833845	7.866441713	DZ
DBIP3	0	0	OTK
SRL	0.015494243	0.00621737	DR
LOC100507501	0	0	IQR
TFAP4	6.272984765	4.217709941	LK
GLIS2	2.523595251	2.262887807	DR
CORO7-PAM16	0.828207531	0.859485989	GOU
PAM16	15.67472977	12.0008552	OT
CORO7	1.718677812	1.594396536	O
VASN	0.479340859	1.573307072	DR
DNAJA3	32.26824545	29.06063949	T
NMRAL1	5.618435506	4.866813118	UD
HMOX2	6.173794705	7.211400072	EP
C16orf5	13.45193229	16.60633523	N
LOC342346	0.045739223	0.007647402	GC
FAM100A	4.602375747	3.281953027	QP
MGRN1	6.395076306	5.874856582	UR
LOC100507570	0	0	NOU
NUDT16L1	12.59874002	11.14422446	BQ
ANKS3	4.000569428	3.24883614	GER
C16orf71	0.07238663	0.067775309	KLB
ZNF500	1.642357366	1.458240965	A
SEPT12	0	0	F
LOC440335	0	0	TA
ROGDI	3.331810614	3.611933866	OTK
GLYR1	30.95981596	32.46216245	MG
UBN1	7.154550527	8.619285127	MI
PPL	0.787113509	1.016415436	OZ
SEC14L5	0.006068099	0.01623296	TG
NAGPA	6.31941506	7.175644511	UD
LOC100507589	0	0	K
C16orf89	0.02790288	0.006997863	NO
ALG1	10.91753039	10.85894676	HI
FAM86A	5.451146217	4.265500921	CHR
LOC100287538	0	0	S
RPS3AP48	0	0	LKJ
NPM1P3	0	0	CR
RBFOX1	0	0	TA
LOC440337	0	0	PE
RPS26P51	0	0	CHR
LOC100131080	0	0	MI
TMEM114	0	0	N
METTL22	4.200360998	3.988407323	QP
ABAT	3.593853359	4.488903518	TA
RNU7-63P	0	0	TZDR
TMEM186	3.968067088	3.057872682	FH
PMM2	19.78176091	21.24308912	TZDR
CARHSP1	19.00630193	21.53735911	GC
USP7	30.34930107	27.34007541	JO
LOC100287598	0	0	GM
C16orf72	9.103898542	14.06793051	OTN
LOC100505487	0	0	OZ
RPL21P119	0	0	H
GRIN2A	0.024730426	0.137335126	JU
IMPDH1P11	0	0	GE
LOC100287628	0	0	KL
ATF7IP2	2.79540784	2.217931431	J
EMP2	6.01131772	5.173247992	S
TEKT5	0.024347821	0.008141702	MP
NUBP1	13.47192741	14.42913845	FE
FAM18A	0.011732748	0.02746331	KD
LOC729945	0	0	IR
CIITA	0	0	J
DEXI	7.299215067	7.444569688	MG
LOC100505564	0	0.006101537	LU
CLEC16A	2.06935633	2.80401951	KT
RPL7P46	0	0	ET
LOC100421828	0	0	R
SOCS1	0.332907064	0.527878247	TQ
TNP2	0	0	EF
PRM3	0	0	CHR
PRM2	0	0	QK
PRM1	0	0	OJ
RMI2	4.878717324	4.564873935	DZ
LOC388210	0.027376411	0.05492662	FH
LOC100420951	0	0	IQ
LOC400499	0	0	PE
LITAF	1.83482638	3.203575002	ET
SNN	1.641736682	1.782204533	K
TXNDC11	18.86996622	25.48201305	JD
ZC3H7A	18.33192922	17.07874601	E
BCAR4	0	0	A
RSL1D1	37.38603586	35.18409295	N
GSPT1	37.22710856	39.36066059	FP
COX6CP1	0	0	OK
LOC729978	0	0	KB
TNFRSF17	0.013137372	0	NO
RUNDC2A	0.336919834	0.920729463	KB
SNX29	1.118824623	2.037112502	J
RPS23P6	0	0	KD
FLJ32790	0	0	TA
CPPED1	4.034693831	6.005143584	HC
MIR4718	0	0	MP
LOC100652934	0	0	OTK
RPL35AP34	0	0	GHR
SHISA9	0.002638357	0.001323366	MU
ERCC4	2.006778794	3.574840712	FP
RPS26P52	0	0	TD
LOC100505672	0	0	DKL
MKL2	3.263880785	4.051076811	OTN
CGI-148P	0	0	T
LOC100129781	0	0	MNO
MIR193B	0	0	OTK
MIR365-1	0	0	DT
PARN	13.70341462	17.11767244	FGR
BFAR	15.35870637	16.16513179	Z
PLA2G10	0.052391366	0.039418252	UNTP
LOC642778	0.208574031	0.227430537	GR
LOC100652777	0	0	DZ
LOC642799	1.233307316	0.627708283	FJ
ABCC6P2	0	0	DT
NOMO1	121.3181238	120.5403482	C
MIR3179-1	0	0	C
MIR3670	0	0	KAD
MIR3180-1	0	0	EH
PKD1P3	0	0	L
LOC100288162	0	0	OC
NPIP	28.87811398	15.12086993	C
PDXDC1	46.49116584	54.49677946	Y
LOC728138	0	0	EQ
NTAN1	5.366687464	6.432193727	MG
RRN3	16.25172211	17.74060188	GE
PKD1P6	0	0	PT
MIR3180-4	0	0	CI
LOC100288332	13.85104254	10.78563635	UT
MPV17L	3.97016056	3.30194863	LDA
C16orf45	1.170920193	1.057173271	QP
KIAA0430	4.50312162	7.509338569	JD
NDE1	5.630989385	6.182021975	UNTP
MIR484	0	0	TDK
MYH11	0.060194978	0.052837795	CR
FOPNL	16.1171502	19.30066511	B
RPL15P20	0	0	TDBLU
ABCC1	3.811727311	2.792032073	HE
RPL17P40	0	0	MNO
ABCC6	10.69213972	7.960028039	DT
NOMO3	24.6859809	28.77689759	FE
MIR3179-2	0	0	O
MIR3180-2	0	0	TDK
PKD1P1	0	0	EF
LOC100288368	0.42926023	0.611937667	GM
PKD1P2	0	0	OJ
LOC399491	0	0	GE
LOC100133127	0	0	EP
LOC441750	0	0	J
LOC100421029	0	0	CE
XYLT1	0	0	UNTP
RPL7P47	0	0	CI
LOC100133137	0	0	JA
LOC100506193	1.583405827	2.072264642	OC
PKD1P4	0	0	IQ
LOC100506250	0.47278139	0.490636665	NO
PKD1P5	0	0	FP
LOC100506333	0	0	OK
MIR3180-3	0	0	M
MIR3179-3	0	0	UD
NOMO2	38.23916234	44.48701735	JA
ABCC6P1	0	0	S
RPS15A	547.2565736	506.0266628	Z
ARL6IP1	167.950001	206.2729074	P
SMG1	12.52450099	12.48842103	MJ
TMC7	4.276841334	6.770378502	NOU
COQ7	3.116406128	4.896439853	FP
ITPRIPL2	2.735866737	3.256708402	PR
SYT17	0.07512763	0.082217567	TA
LOC728276	0	0	KE
TMC5	0.007143626	0.004777534	PR
GDE1	11.25782896	15.7717386	K
CCP110	2.032731581	2.301699582	CH
C16orf62	2.592259282	3.370878003	CO
C16orf88	10.73479617	10.02317868	FR
IQCK	1.380504297	1.31307742	DR
GPRC5B	2.588759614	3.807978604	CR
GPR139	0	0	K
SALL4P3	0	0	OK
LOC100129329	0	0	BQ
GP2	0.02148671	0.059276013	CO
UMOD	0	0	QP
PDILT	0	0	F
ACSM5	0.026891573	0.01618616	UNTP
ACSM2A	0.982475107	0.614338682	EH
ACSM2B	2.863904156	1.618739641	RTKL
LOC100421779	0	0	B
ACSM1	0.40111581	0.36406628	YU
THUMPD1	7.632271858	9.32959617	DKT
ACSM3	1.16278647	1.623919555	HI
ERI2	4.103494301	4.910553444	KNU
LOC81691	4.417659781	4.62673093	OT
DCUN1D3	5.504806344	6.458646622	EF
LOC100506372	0	0	QK
LYRM1	12.15819197	16.14240409	OT
DNAH3	0.069780922	0.049850211	FP
TMEM159	0.493033802	0.748767638	CO
ZP2	0	0	LU
ANKS4B	6.515793075	10.7513756	O
CRYM	1.361349299	1.191699771	OTK
NCRNA00169	0	0	OK
LOC100652781	0	0	BK
NPIPL3	4.959079059	3.005846421	OT
LOC100652992	0	0	OD
LOC100190986	0	0	LKJ
LOC100271836	0	0	BD
SLC7A5P2	0	0	NOU
LOC646828	0	0	KB
METTL9	17.2479101	21.47661799	CHR
IGSF6	0	0	FP
OTOA	0.00342834	0.01375689	L
RRN3P1	0	0	GOU
61E3.4	3.381993246	1.672283362	Y
LOC100507526	0	0	NT
LOC342293	0	0	OC
UQCRC2	75.76142096	73.76379335	IQ
LOC100420644	0	0	G
PDZD9	0.072547489	0.024259257	ET
LOC100420536	0	0	DKL
C16orf52	1.933076405	2.457907564	MNO
VWA3A	0.014194074	0.008543478	JO
EEF2K	4.885503744	3.398718021	FGR
POLR3E	12.05712566	12.55751433	CO
CDR2	17.23902328	18.9227594	KG
RRN3P3	0	0	JO
LOC641298	0	0	MU
LOC100132247	3.065354743	1.44487806	TDK
LOC653786	0	0	CP
HS3ST2	0	0	FH
USP31	1.445253402	1.611478652	NO
SCNN1G	0	0	BD
SCNN1B	0	0	I
COG7	4.321725811	4.415729982	UNTP
GGA2	14.03362129	12.25342275	GOU
LOC100419017	0	0	QC
EARS2	10.44156492	7.482407273	DKL
LOC100288661	0	0	JA
UBFD1	24.91213984	26.56130389	HC
NDUFAB1	64.92075763	57.15291894	CH
PALB2	5.9339484	7.143986611	OD
DCTN5	9.729469101	12.1518504	IM
PLK1	61.13254814	62.00907754	N
ERN2	0	0.003617785	UW
CHP2	0	0	GE
PRKCB	0	0	HQ
CACNG3	0	0	NUO
RBBP6	13.28707714	14.01882208	CH
FLJ45256	0	0	EJ
TNRC6A	7.965667802	7.641018025	DKT
SLC5A11	0.077795605	0.061319144	HJ
ARHGAP17	10.41681879	12.33206797	GR
LOC100421171	0	0	MNO
LOC554206	0	0	LD
LOC283887	0	0	OTN
LOC100421172	0	0	FJ
LOC100421169	0	0	F
LOC100421173	0	0	Q
LCMT1	11.89567005	12.98525443	KNU
LOC100506655	0	0	N
AQP8	0.009983599	0.040061159	CP
ZKSCAN2	1.222291826	1.700462956	GER
CYCSP39	0	0	GT
HS3ST4	0.004076974	0	N
LOC100420641	0	0	MI
MIR548W	0	0	B
HMGN2P3	0	0	CO
EPF8	0	0	L
C16orf82	0	0	NT
EEF1A1P38	0	0	EF
JMJD5	1.075179855	1.00014962	U
NSMCE1	18.03850282	18.65084596	HE
FLJ21408	0	0	NOU
IL4R	6.654381814	4.623329509	KH
IL21R	0.005127031	0	HQ
LOC283888	0	0	TQ
GTF3C1	16.17665077	12.08989631	OK
KIAA0556	1.776498837	1.716865331	RTKL
GSG1L	0	0	TZDR
XPO6	16.93595049	22.71318225	MI
GAPDHP35	0	0	OTN
LOC100506705	0	0	YU
SBK1	0.054933796	0.146955116	OJ
LOC728741	0.085349987	0.095134342	TDBLU
EIF3CL	2.164305704	1.55758258	TA
CDC37P2	0	0	FJ
NPIPL1	0	0	ET
CLN3	13.69372779	14.64925967	FE
APOBR	0.041977652	0.035092416	BK
IL27	0.137590066	0.050191567	NO
NUPR1	0.157504417	0.660745561	EP
CCDC101	8.838061627	9.116506652	TG
SULT1A2	0.579134463	0.356080086	N
SULT1A1	6.625028732	5.097112331	IR
LOC728734	0.166586722	0.176399702	MU
EIF3C	140.8128019	143.1545474	TDBLU
CDC37P1	0	0	CO
LOC100420535	0	0	OK
LOC100507607	0.289037102	0.052043129	FE
RPS15AP33	0	0	TG
ATXN2L	35.6231928	33.95440533	TG
TUFM	83.69198856	67.46088304	KE
MIR4721	0	0	TG
SH2B1	5.872015853	5.410202452	S
ATP2A1	0.36930283	0.200056545	HR
LOC100289092	0	0	GOU
RABEP2	3.654102481	4.837806629	MI
CD19	0	0	LDA
NFATC2IP	10.44481752	8.146530168	DO
MIR4517	0	0	CP
SPNS1	19.21311905	18.25002113	RTKL
LAT	0.835180851	0.347913251	ET
LOC730153	0	0	JO
RRN3P2	0	0	CO
LOC100506862	0	0	KG
LOC100129184	0	0	MNO
RUNDC2C	0	0	T
LOC728888	1.824214288	0.689473629	L
LOC100422558	0	0	HE
LOC100506830	0	0	GE
LOC606724	0	0	HR
BOLA2	12.24561473	8.95770679	TQ
SLX1B	7.768161918	6.661965276	KE
SLX1B-SULT1A4	0	0	JO
SULT1A4	2.701446233	2.250536684	CP
LOC388242	0	0	ER
LOC440353	0	0	F
LOC440354	0	0	CE
SLC7A5P1	0	0	OC
CA5P	0	0	FE
SPN	0.003745461	0	BQ
QPRT	47.00237521	54.10173198	TQ
C16orf54	0	0.01008468	DKT
ZG16	0.043359872	0.021748753	UW
KIF22	38.45293825	32.41249739	S
MAZ	50.20891901	56.42568816	UI
LOC100289283	0	0	LR
PRRT2	0.132264219	0.132684056	EJ
C16orf53	8.507686731	9.055267246	RTKL
MVP	5.843979282	6.382050769	TDBLU
CDIPT	13.91564592	16.4763594	GOU
LOC440356	0	0	DKL
SEZ6L2	2.827146242	2.589020062	GT
ASPHD1	0.485940557	0.336806468	LR
KCTD13	3.702715492	2.973103612	QC
TMEM219	17.08460691	21.72842668	I
TAOK2	10.71886649	10.43940705	TDK
HIRIP3	5.104605136	6.290648188	HE
INO80E	16.19921151	16.92497754	P
DOC2A	0	0.031703773	UD
C16orf92	0	0	P
FAM57B	0.013609743	0	CR
ALDOA	295.4549209	267.6451525	GE
PPP4C	48.55227077	41.44721471	EG
TBX6	0.144853556	0.072656677	QK
YPEL3	0.879253859	1.657917572	IM
LOC100271831	0	0	CI
LOC100506914	0	0	LKJ
GDPD3	0.166502434	0.334061904	EP
MAPK3	9.402946425	9.671095736	O
CORO1A	0.621513927	0.379513679	QR
BOLA2B	13.39404435	13.07410962	IQR
SLX1A	9.587429724	6.572392634	KD
SLX1A-SULT1A3	0	0	LD
SULT1A3	3.05724751	1.860742177	KE
LOC613038	0	0	R
LOC613037	0	0	KR
LOC595101	0	0	TA
LOC100421031	0	0	BQ
CD2BP2	13.8792402	12.65580138	TD
TBC1D10B	7.403021159	8.920589307	OTN
MYLPF	0	0	Z
SEPT1	0.041064617	0.008238993	G
ZNF48	1.89420697	2.069367965	PE
ZNF771	0.843645029	0.83731952	JO
DCTPP1	23.26053872	19.75526627	S
SEPHS2	88.20983141	75.45322755	EH
ITGAL	1.333681621	1.727721113	F
LOC100506928	0	0	GER
MIR4518	0	0	TDK
ZNF768	9.549944645	8.397580318	G
ZNF747	3.271521528	3.497384788	HJ
LOC100127965	0	0	OTK
ZNF764	4.983358645	3.570171387	NT
ZNF688	0.830804852	1.054268539	TA
ZNF785	1.447839018	0.850597175	DK
ZNF689	4.739840366	6.525936286	D
PRR14	7.108831872	6.147969289	QR
FBRS	8.101781502	7.325933242	OD
LOC730183	0	0	MJ
SRCAP	12.52119516	15.85157405	OZ
SNORA30	0	0	EQ
PHKG2	3.55969858	2.413157701	BQ
C16orf93	0.102019907	0.029241069	IQR
RNF40	11.46392555	10.63191475	N
ZNF629	4.638176588	4.104106784	KR
LOC647086	0	0	UD
MIR4519	0	0	N
BCL7C	7.396799946	8.397435222	DT
MIR762	0	0	OU
CTF1	0.376688886	0.330649012	TD
LOC100289419	0	0	FP
FBXL19-AS1	0	0	CO
FBXL19	3.157994497	2.301817518	QP
ORAI3	2.608128656	3.556398252	MI
SETD1A	6.135309764	5.541134966	UT
HSD3B7	6.743438607	6.561017134	TD
CTF2P	0	0	CH
STX1B	0.660974043	0.749559799	GO
STX4	13.40715287	13.51587193	PR
ZNF668	1.745564492	1.484777517	NUO
ZNF646	2.219195908	2.236791057	BK
PRSS53	0.315517187	0.083974352	TA
VKORC1	30.53973062	28.39208189	ET
BCKDK	7.862759614	7.960026959	OC
KAT8	4.656092284	4.139111022	OD
LOC100507092	0	0	CHR
PRSS8	0.026924841	0.013505154	LK
PRSS36	0.059817169	0.018463705	LD
FUS	94.76949798	81.15908705	KD
PYCARD	0	0	TK
LOC100652740	0.047965282	0.024058768	KNU
TRIM72	0	0.00608736	DKT
PYDC1	0	0	LK
ITGAM	0.033024779	0.055216012	JO
ITGAX	0	0	DR
LOC100422479	0	0	IQR
ITGAD	0	0	HC
COX6A2	0	0	C
LOC100507110	0	0	T
ZNF843	0	0	YU
ARMC5	1.824787477	1.931499952	GR
TGFB1I1	0.132964852	0.210610916	QP
SLC5A2	0.017235215	0.011526616	EQ
C16orf58	21.44152194	17.45403115	FP
LOC100128371	0	0	JA
AHSP	0	0	IM
VN1R64P	0	0	CE
VN1R65P	0	0	FGR
CSDAP1	0	0	LU
ZNF720P1	0	0	HE
VN1R66P	0	0	DR
LOC100131641	0	0	T
KIAA0664L3	0	0	UW
LOC100418755	0	0	J
ZNF720	1.887699268	1.922025801	ER
LOC100419896	0	0	MR
VN1R67P	0	0	HE
PPP2CBP1	0	0	FR
VN1R3	0	0	LDA
LOC100130603	0	0	PT
ZNF267	3.442562729	4.749050445	GR
LOC100422713	0	0	F
LOC100133023	0	0	KB
LOC388248	0	0	N
IGHV1OR16-1	0	0	DKL
LOC100289290	0	0	EG
LOC100652818	0	0	FGR
HERC2P4	0	0	QR
LOC100652752	0	0	KD
FAM108A9P	0	0	CE
LOC729264	0	0	KR
LOC100507221	0	0	FH
LOC390705	0	0	TA
ACTR3BP3	0	0	UNTP
LOC100533705	0	0	LR
PABPC1P13	0	0	KT
ABCD1P3	0	0	MP
TP53TG3	0	0	M
FAM108A8P	0	0	FP
HERC2P5	0	0	N
IGHV2OR16-5	0	0	L
LOC100194426	0	0	OD
SLC6A10P	0	0	UD
LOC100652830	0	0	OT
IGHV3OR16-6	0	0	TG
LOC100419016	0	0	IQ
LOC100652847	0	0	JO
LOC100132941	0	0	FGR
IGHV3OR16-8	0	0	GE
HERC2P8	0	0	LK
FAM108A10P	0	0	DT
LOC653550	0	0	BD
TP53TG3B	0	0	TK
LOC647208	0	0	KL
LOC647211	0	0	KT
LOC653557	0	0	HQ
LOC401847	0	0	M
LOC342443	0	0	NUO
IGHV3OR16-13	0	0	UR
LOC390714	0	0	OK
LOC440361	0	0	LK
